id|content|labels
Balay_3TS_50100_A__Opinion_1793194|capacidad ideal|4
Balay_3TS_50100_A__Opinion_1826347|objeto extraño servicio técnico|2
Balay_3TS_50105_A__Opinion_1864676|reparación vitrocerámicas reparación secador reparación frigorífico repararsu electrodoméstico|5
Balay_3TS_50105_A__Opinion_1864907|reparación vitrocerámicas reparación secador reparación frigorífico repararsu electrodoméstico|5
Balay_3TS_50105_A__Opinion_1994924|agua caliente agua frío lavadora resistente objeto metálico lavadora limpio|4
Balay_3TS_50105_A__Opinion_2002335|electrodomestico indispensable eficiencia energetica mando unico indicador luminoso lavado delicado tejido resistente tejido resistente tiempo extra tejido resistente aclarado adicional lana lavable ropa delicado tejido delicado lavadora solo patio interior|4
Balay_3TS_560_A__Opinion_1131324|color blanco lavado restante tejido resistente lavado intensivo tejido sintético tejido delicado programa mixto programa corto función adicional lavado intensivo bloqueo antiniño ropa blanco programa rápido agua frío inyección directo inyección directo clasificación energético energía adicional ropa delicado ropa perfecto opción adicional prenda grande bloqueo antiniño bloqueo electrónico|5
Balay_3TS_560_A__Opinion_1153849|salto cualitativo característica estético mando único mando programador control electrónico eficiencia energético eficiencia energético flot antiarruga|5
Balay_3TS_570_A__Opinion_1023262|año junto|5
Balay_3TS_60101_A__Opinion_1668712|apertura total entrada bitermica indicador luminoso sinteticos delicado programa especial|5
Balay_3TS_60101_A__Opinion_1799022|día siguiente característica diferenciador carga máximo velocidad diferente agua frío consumo energético gama medio|4
Balay_3TS_60101_A__Opinion_1837744|flot antiarruga indicador luminoso agua fria x ancho|4
Balay_3TS_60101_A__Opinion_2086295|lavadora eficiente carga frontal eficiencia energético carga frontal agua caliente mando frontal lavado intensivo ciclo especial ropa sucio gama alto descalcificadoras comunitario|5
Balay_3TS_60102_A__Opinion_1934553|consumo energético vista estético|4
Balay_3TS_60106_A__Opinion_1856163|caracteristicas general indicador iluminosos electrodosmeticos ecologicos|5
Balay_3TS_60106_A__Opinion_1864865|reparación vitrocerámicas reparación secador reparación frigorífico repararsu electrodoméstico|5
Balay_3TS_60106_A__Opinion_2003462|diseño interesante valvula ecológico entrada bitérmico color pardo cocina moderno puerta principal oferta existente barata claro|4
Balay_3TS_60106_A__Opinion_2087148|acero inoxidable led indicador|5
Balay_3TS_60106_A__Opinion_2131965|carga frontal carga superior carga frontal carga superior carga frontal carga superior centrifugado máximo carga frontal característica importante mercado actual tiempo posterior eficiencia energético clase energético ahorro importante acero inoxidable curvatura convexo aire caliente carga automático mando único indicador luminoso programa especial característica especial lavado concreto programa correspondiente condición bueno programa especial ropa relleno temperatura bajo programa correspondiente producto especial ropa delicado lavado estándar tejido sintético forma rápido|4
Balay_3TS_60106_A__Opinion_2132256|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Balay_3TS_60106_A__Opinion_2134480|precio normal marca bueno eficiencia energético carga automático|4
Balay_3TS_60106_A__Opinion_2138456|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Balay_3TS_60106_A__Opinion_2144247|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Balay_3TS_60120_A__Opinion_1995724|eficiencia energético mando único potencia máximo capacidad suficiente ropa delicado ciclo normal alarma acústico|4
Balay_3TS_61000_MY__Opinion_2091814|trabajo eficaz detergente bueno|5
Balay_3TS_640_A__Opinion_1125151|ciclo especial hermano mayor|5
Balay_3TS_645_C__Opinion_1186238| |5
Balay_3TS_650_A__Opinion_1012323|clasificación energético inversión mayor dato técnico precio oficial clasificación energético género másculino material sintético género femenino material gráfico lavado completo ropa tardo pieza electrónico|5
Balay_3TS_650_A__Opinion_1134775|ropa sucio manera sencillo experiencia personal|5
Balay_3TS_655_SI__Opinion_961142|tenia claro aparato perteneciente marca español lavadora fenomenal rosca central|5
Balay_3TS_660_A__Opinion_1128130|tejido sintético aclarado extra ropa delicado indicador luminoso diseño actual momento solo|4
Balay_3TS_660_A__Opinion_808038|ropa listo display digital planchado fácil|5
Balay_3TS_660_A__Opinion_972031|acero inoxidable mas silencioso color oscuro aclarado especial ropa delicado ideal serio|5
Balay_3TS_70100W__Opinion_1992781|servicio tecnico|5
Balay_3TS_70105_A__Opinion_1856152|qu eno|4
Balay_3TS_70105_A__Opinion_1860976|reparación vitrocerámicas reparación secador reparación frigorífico repararsu electrodoméstico|5
Balay_3TS_70105_A__Opinion_2084071|tío político color blanco parte superior color negro tío político mas rápido opinión personal|5
Balay_3TS_70105_A__Opinion_2094307|lavadora familiar carga suficiente lavado correspondiente lavadora anterior lavado corto ropa delicado lavado corto producto anticaloría vida útil|4
Balay_3TS_70105_A__Opinion_2128303|lavado corto estab limpio mas respetuoso mando manual agua caliente panel luminoso flot antiarruga lavadora sencillo pesa serio|4
Balay_3TS_70105_A__Opinion_2130838|cosa grande carga frontal flot antiarruga producto extra consumo energético ciclo completo agua frío prenda gordo casa propio|4
Balay_3TS_70121_A__Opinion_2002956|carga automático mando único indicador luminoso flot antiarruga puerta izquierdo revolución seleccionable alimentación eléctrico|5
Balay_3TS_72125_X__Opinion_2086060|energética a++ modo ecológico consumo electrico modo rápido precio actaul pelín caro|4
Balay_3TS_730_A__Opinion_1006220|recomendación general tamaño externo importancia vital|4
Balay_3TS_74100A__Opinion_1965774|familia grande ropa sucio presupuesto familiar ropa diario labados diario qe paresca tiempo libre|5
Balay_3TS_74100A__Opinion_2002104|ruido intenso carga frontal programa específico|5
Balay_3TS_74120_A__Opinion_1864883|reparación vitrocerámicas reparación secador reparación frigorífico repararsu electrodoméstico|5
Balay_3TS_74120_A__Opinion_1940929| |5
Balay_3TS_74120_A__Opinion_1944758|hombre super lavadora solo botón tactiles página web|4
Balay_3TS_74120_A__Opinion_2083306|lavado diario uso sencillo minuto especial ropa interior botón táctil eficiencia energético precio medio ahorro energético|3
Balay_3TS_74120_A__Opinion_2084306|marca específico caso solo parte negativo|5
Balay_3TS_745_A__Opinion_1092464|calidad malisima calle real venta directo garantia oficial|1
Balay_3TS_745_A__Opinion_1097102| |4
Balay_3TS_745_A__Opinion_1558934|nivel tecnico|2
Balay_3TS_745_A__Opinion_1622627|agua fria agua caliente lavado especial carga entero mas importante|5
Balay_3TS_745_A__Opinion_948963|parte superior clasificación energético eficiencia energético consumo aprox lavado rápido indicador luminoso programa rápido centrifugado extra|5
Balay_3TS_745_A__Opinion_950060|lavado rápido indicador luminoso|5
Balay_3TS_745_A__Opinion_981158|lavadora potente gama medio tara estetica|4
Balay_3TS_750_C__Opinion_1008844|revolución posible temperatura correspondiente lavado intensivo eficiencioa energético compra aceptable|3
Balay_3TS_750_C__Opinion_1096278|electrodomesticos nuevo electrodoméstico indispensable vida actual pijada vario capacidad medio clase energético energía posible precio final presupuesto máximo ropa blanco ropa blanco quitamanchas directo carga frontal compartimento habitual cubeta correspondiente ropa blanco|4
Balay_3TS_750_C__Opinion_1161241|planchado facil|4
Balay_3TS_750_C__Opinion_1997092|marca español península ibérico anuncio publicitario asistencia técnico diseño innovador párrafo anterior punto importante nombre técnico partida doble fuerza suficiente velocidad necesario bandeja superior vaso dosificador clave final vaso dosificador manera continuo parte frontal pastilla anticaloría marca blanco vida útil pastilla bueno hora seguro lavado normal ropa especial tarifa nocturno precio medio lavadora típico|4
Balay_3TS_754_YA__Opinion_1250653|cajón dosificador lavado principal algodon frio agua residual lavado caliente agua frío tejido sintético programa corto tipo distinto tejido nuevo tejido sintético tecla adicional ropa blanco tejido resistente tejido resistente tejido delicado centrifugado final tambor lleno piloto luminoso acción adicional pata ajustable|5
Balay_3TS_755_YA__Opinion_1400506|electrodoméstico viejo electrodoméstico nuevo eficiencia energético prestación razonable generación anterior lavadora sencillo gama alto clasificación energético prestación propio producto recomendable diferencia básico display digital|4
Balay_3TS_758_A__Opinion_1372024|clasificación energético precio superior resultado mejor|4
Balay_3TS_758_A__Opinion_1383012|confianza total|4
Balay_3TS_758_A__Opinion_1383913|mar rápido mas largo categoría energético centrifugado solo|4
Balay_3TS_760_C__Opinion_2021277|gusto necesitaria marca espanola mas alto servicio excepcional|5
Balay_3TS_803_BM__Opinion_1005416|ahi lavador afan destructivo idea posible clasificacion energetica hierro cilíndrico máquina eléctrico material delicado pantalon amarillo ropa interior vas descalzo mas facil mas util|4
Balay_3TS_803_BM__Opinion_1229608|cosa genial color blanco parte delantero parte superior parte delantero mano izquierdo espacio distinto control principal programa largo medio delantero agua frío agua frío ropa blanco agua caliente agua caliente proceso largo categoría energético proceso largo eficiencia energético ropa necesario parte integrante punto débil proceso largo manera fácil carga frontal parte frontal carga superior carga frontal ropa sintético vibración molesto color especial puerta delantero tienda principal|5
Balay_3TS_803_BM__Opinion_1261636|lave siguiente garantía oficial servicio mecano mas importante|1
Balay_3TS_81102_A__Opinion_2001592|compra reciente característica imprescindible uso actual mando único prenda resistente rendimiento bueno cierre metálico pulsador independiente detergente líquido utilización diario programa sintético prenda fino programa especial lavado manual pantalla independiente color gris pulsador relativo alarma acústico posición inicial plazo posible garantía extra|4
Balay_3TS_824_BE__Opinion_594817|programa distinto ropa delicado problema ecónomico|2
Balay_3TS_824_BE__Opinion_981871|selector electrónico termostato electrónico selector electrónico programa económico ahorro energético|4
Balay_3TS_83100_A__Opinion_2092565|compañía fabricante inquilino perfecto eficiencia energético habitación colindante|4
Balay_3TS_83120_A__Opinion_1995086|casa lavador flot antiarruga mando único ciclo especial protección múltiple válvula ecológico reloj digital program especial ropa delicado|4
Balay_3TS_84102_A__Opinion_2022126|agua caliente agua frío lavadora resistente objeto metalicos cosa similar ropa mejor caracteristicas principal aclarado extra programa especial trabajo desmontable puerta izquierdo bastidor blanco centrifugado suave aclarado adicional revolución seleccionable agua caliente alimentación eléctrico lavado delicado|4
Balay_3TS_84142_A__Opinion_2103606|biene genial garantias estupendo multifunción digital tiempo restante velocidad máximo aclarado extra programa especial|4
Balay_3TS_853__Opinion_2052532|indicador luminoso velocidad maxima precio exacto|3
Balay_3TS_873E__Opinion_2081012|vida laboral carga frontal indicador luminoso mando único eficiencia energético parecer solo año siguiente componente defectuoso punto suspensivo pelin dudoso directiva comunitario lavado rápido|3
Balay_3TS_873__Opinion_2081136|lavadora eficiente clase energético|4
Balay_3TS_873__Opinion_2081158|puente largo carga superior mas caro|5
Balay_3TS_875_E__Opinion_2137024|uso diario eficiencia energético indicador luminoso mando único flot antiarruga programa especial protección múltiple programa corto ropa delicado|4
Balay_3TS_883X__Opinion_1984236|criterio específico|5
Balay_3TS_885_V__Opinion_2008316|carga frontal capacidad importante lavarropas convencional eficiciencia inferior|4
Balay_3TS_885_V__Opinion_2143800|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Balay_3TS_885_V__Opinion_2150875|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Balay_3TS_885_V__Opinion_2157124|personal técnico cliente contento móvil directo|5
Balay_3TS_940_A__Opinion_2119146|lavadora actual programa necesario p pequeño cosa necesario día siguiente ropa diario lavado rápido flot antiarruga preridiculez ejecutadandas ciclo especial limpieza profundo vino tinto ahorro energético|4
Balay_3TS_949_A__Opinion_2120123|clase energético gasto energético cosa bueno lavadora silencioso control individual ot fl ciclo especial eficiencia energético|4
Balay_3TS_955_A__Opinion_1208257|consumo energetico|4
Balay_3TS_959_A__Opinion_1135206|toos lso xdd bueno|5
Balay_3TS_959_A__Opinion_1351774|día siguiente eficiencia energético energía eléctrico electrodoméstico medio gasto inferior electrodoméstico medio carga frontal sistema antidesbordamiento lavadora medio agua caliente programa suave prenda delicado programa antiarruga sistema silencioso|4
